Amostra,Cellulose,Hemicellulose,Lignin,Solids_Loading,Enzyme_Loading,Time_h,Glucose_Real,Xylose_Real,Cellobiose_Real,Glucose_Pred,Xylose_Pred,Cellobiose_Pred,Glucose_AE,Xylose_AE,Cellobiose_AE,Glucose_RE,Xylose_RE,Cellobiose_RE,Total_AE
183,0.630000,0.149000,0.221000,226.435000,0.604000,12.000000,25.806000,28.780000,3.749000,31.909616,26.680868,3.302215,6.103616,2.099132,0.446785,23.651928,7.293717,11.917455,8.649534
184,0.630000,0.149000,0.221000,226.435000,0.604000,24.000000,37.020000,31.607000,4.837000,41.728798,30.521061,4.308886,4.708798,1.085939,0.528114,12.719605,3.435755,10.918223,6.322851
185,0.630000,0.149000,0.221000,226.435000,0.604000,48.000000,53.486000,33.614000,5.569000,52.792362,32.367928,4.933165,0.693638,1.246072,0.635835,1.296859,3.707004,11.417399,2.575545
186,0.630000,0.149000,0.221000,226.435000,0.604000,72.000000,65.661000,34.499000,5.553000,62.312046,32.978523,5.295392,3.348954,1.520477,0.257608,5.100370,4.407307,4.639077,5.127039
187,0.630000,0.149000,0.221000,226.435000,0.604000,96.000000,75.225000,35.028000,5.251000,70.007187,33.249649,4.861354,5.217813,1.778351,0.389646,6.936275,5.076941,7.420408,7.385810
188,0.612000,0.134000,0.253000,214.891000,0.693000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
189,0.612000,0.134000,0.253000,214.891000,0.693000,1.000000,10.702000,10.374000,1.102000,9.881207,7.904846,0.896297,0.820793,2.469154,0.205703,7.669525,23.801372,18.666293,3.495649
190,0.612000,0.134000,0.253000,214.891000,0.693000,2.000000,13.730000,14.416000,1.572000,15.625171,13.195101,1.541717,1.895171,1.220899,0.030283,13.803137,8.469057,1.926426,3.146353
191,0.612000,0.134000,0.253000,214.891000,0.693000,4.000000,18.032000,18.581000,2.203000,19.971132,18.100824,2.284958,1.939132,0.480176,0.081958,10.753839,2.584229,3.720275,2.501266
192,0.612000,0.134000,0.253000,214.891000,0.693000,6.000000,21.447000,20.848000,2.649000,23.037817,20.057728,2.631237,1.590817,0.790272,0.017763,7.417434,3.790638,0.670572,2.398853
193,0.612000,0.134000,0.253000,214.891000,0.693000,8.000000,24.415000,22.322000,2.995000,26.937336,21.398930,2.896730,2.522336,0.923070,0.098270,10.331091,4.135250,3.281137,3.543676
194,0.612000,0.134000,0.253000,214.891000,0.693000,12.000000,29.561000,24.173000,3.501000,35.032162,23.595434,3.355207,5.471162,0.577566,0.145793,18.508040,2.389301,4.164312,6.194520
195,0.612000,0.134000,0.253000,214.891000,0.693000,24.000000,41.636000,26.709000,4.256000,44.803009,27.401470,4.276352,3.167009,0.692470,0.020352,7.606420,2.592647,0.478205,3.879832
196,0.612000,0.134000,0.253000,214.891000,0.693000,48.000000,58.514000,28.549000,4.450000,60.417698,27.915583,4.214190,1.903698,0.633417,0.235810,3.253406,2.218702,5.299112,2.772926
197,0.612000,0.134000,0.253000,214.891000,0.693000,72.000000,70.397000,29.373000,4.089000,69.088402,29.113565,3.972074,1.308598,0.259435,0.116926,1.858883,0.883242,2.859531,1.684959
198,0.612000,0.134000,0.253000,214.891000,0.693000,96.000000,79.382000,29.869000,3.597000,76.496658,29.892666,3.573667,2.885342,0.023666,0.023333,3.634756,0.079232,0.648671,2.932340
199,0.632000,0.094000,0.274000,198.894000,0.338000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
200,0.632000,0.094000,0.274000,198.894000,0.338000,1.000000,15.739000,2.485000,0.644000,15.112011,3.365857,0.706442,0.626989,0.880857,0.062442,3.983665,35.446976,9.695953,1.570288
201,0.632000,0.094000,0.274000,198.894000,0.338000,2.000000,20.500000,3.761000,0.917000,24.113325,5.464084,1.110261,3.613325,1.703084,0.193261,17.625976,45.282748,21.075376,5.509670
202,0.632000,0.094000,0.274000,198.894000,0.338000,4.000000,26.479000,5.482000,1.271000,29.441820,6.022693,1.272921,2.962820,0.540693,0.001921,11.189320,9.863055,0.151157,3.505434
203,0.632000,0.094000,0.274000,198.894000,0.338000,6.000000,30.677000,6.692000,1.516000,33.840687,6.294470,1.398884,3.163687,0.397530,0.117116,10.312895,5.940372,7.725318,3.678332
204,0.632000,0.094000,0.274000,198.894000,0.338000,8.000000,34.026000,7.627000,1.702000,38.133045,6.889589,1.581933,4.107045,0.737411,0.120067,12.070314,9.668424,7.054492,4.964523
205,0.632000,0.094000,0.274000,198.894000,0.338000,12.000000,39.339000,9.027000,1.976000,41.807571,8.227326,1.837437,2.468571,0.799674,0.138563,6.275125,8.858686,7.012284,3.406808
206,0.632000,0.094000,0.274000,198.894000,0.338000,24.000000,50.256000,11.512000,2.414000,51.125576,11.871737,2.521811,0.869576,0.359737,0.107811,1.730293,3.124883,4.466093,1.337124
207,0.632000,0.094000,0.274000,198.894000,0.338000,48.000000,63.692000,13.892000,2.660000,62.318989,13.260461,2.817509,1.373011,0.631539,0.157509,2.155704,4.546064,5.921406,2.162060
208,0.632000,0.094000,0.274000,198.894000,0.338000,72.000000,72.628000,15.148000,2.618000,69.193130,13.961674,2.564867,3.434870,1.186326,0.053133,4.729401,7.831570,2.029526,4.674329
209,0.632000,0.094000,0.274000,198.894000,0.338000,96.000000,79.320000,15.960000,2.473000,76.118362,14.498253,2.061389,3.201638,1.461747,0.411611,4.036356,9.158817,16.644199,5.074996
210,0.639000,0.083000,0.278000,103.479000,0.345000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
211,0.639000,0.083000,0.278000,103.479000,0.345000,1.000000,12.731000,1.098000,0.348000,13.295864,1.490629,0.410529,0.564864,0.392629,0.062529,4.436919,35.758601,17.968151,1.020023
212,0.639000,0.083000,0.278000,103.479000,0.345000,2.000000,16.666000,1.670000,0.462000,15.733407,1.822398,0.497658,0.932593,0.152398,0.035658,5.595782,9.125618,7.718185,1.120649
213,0.639000,0.083000,0.278000,103.479000,0.345000,4.000000,21.392000,2.453000,0.579000,17.561413,2.066067,0.582888,3.830587,0.386933,0.003888,17.906634,15.773870,0.671586,4.221409
214,0.639000,0.083000,0.278000,103.479000,0.345000,6.000000,24.553000,3.013000,0.637000,20.132162,2.523528,0.636068,4.420838,0.489472,0.000932,18.005286,16.245326,0.146276,4.911241
215,0.639000,0.083000,0.278000,103.479000,0.345000,8.000000,26.982000,3.451000,0.668000,22.702906,2.980992,0.689248,4.279094,0.470008,0.021248,15.859070,13.619477,3.180851,4.770351
216,0.639000,0.083000,0.278000,103.479000,0.345000,12.000000,30.669000,4.115000,0.688000,28.271967,3.767000,0.783689,2.397033,0.348000,0.095689,7.815817,8.456872,13.908245,2.840722
217,0.639000,0.083000,0.278000,103.479000,0.345000,24.000000,37.636000,5.317000,0.637000,38.632378,5.013129,0.648655,0.996378,0.303871,0.011655,2.647406,5.715088,1.829595,1.311903
218,0.639000,0.083000,0.278000,103.479000,0.345000,48.000000,45.185000,6.488000,0.469000,43.247227,6.345749,0.504311,1.937773,0.142251,0.035311,4.288532,2.192519,7.528902,2.115334
219,0.639000,0.083000,0.278000,103.479000,0.345000,72.000000,49.637000,7.108000,0.343000,47.365044,6.750464,0.421889,2.271956,0.357536,0.078889,4.577143,5.030044,22.999615,2.708381
220,0.639000,0.083000,0.278000,103.479000,0.345000,96.000000,52.699000,7.507000,0.257000,49.579212,6.795818,0.379325,3.119788,0.711182,0.122325,5.920013,9.473587,47.597289,3.953295
221,0.618000,0.145000,0.238000,117.169000,0.534000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
222,0.618000,0.145000,0.238000,117.169000,0.534000,1.000000,6.946000,5.939000,0.595000,2.979661,6.627702,0.698519,3.966339,0.688702,0.103519,57.102484,11.596266,17.398170,4.758560
223,0.618000,0.145000,0.238000,117.169000,0.534000,2.000000,8.900000,8.392000,0.839000,6.596644,9.450350,1.004586,2.303356,1.058350,0.165586,25.880405,12.611413,19.736169,3.527292
224,0.618000,0.145000,0.238000,117.169000,0.534000,4.000000,11.642000,10.941000,1.142000,8.133493,11.349525,1.177800,3.508507,0.408525,0.035800,30.136631,3.733895,3.134888,3.952832
225,0.618000,0.145000,0.238000,117.169000,0.534000,6.000000,13.803000,12.328000,1.333000,9.903150,12.316672,1.276455,3.899850,0.011328,0.056545,28.253643,0.091886,4.241968,3.967724
226,0.618000,0.145000,0.238000,117.169000,0.534000,8.000000,15.673000,13.226000,1.464000,11.821357,12.974368,1.413672,3.851643,0.251632,0.050328,24.575022,1.902555,3.437674,4.153603
227,0.618000,0.145000,0.238000,117.169000,0.534000,12.000000,18.901000,14.347000,1.620000,15.675447,14.084183,1.645323,3.225553,0.262817,0.025323,17.065518,1.831862,1.563136,3.513694
228,0.618000,0.145000,0.238000,117.169000,0.534000,24.000000,26.371000,15.863000,1.698000,24.980688,15.119531,1.789202,1.390312,0.743469,0.091202,5.272124,4.686814,5.371148,2.224983
229,0.618000,0.145000,0.238000,117.169000,0.534000,48.000000,36.441000,16.942000,1.382000,35.463871,16.699999,1.372939,0.977129,0.242001,0.009061,2.681400,1.428410,0.655662,1.228191
230,0.618000,0.145000,0.238000,117.169000,0.534000,72.000000,43.171000,17.417000,1.038000,45.536228,17.623270,0.895017,2.365228,0.206270,0.142983,5.478743,1.184303,13.774899,2.714482
231,0.618000,0.145000,0.238000,117.169000,0.534000,96.000000,48.032000,17.700000,0.778000,49.766830,17.547943,0.765221,1.734830,0.152057,0.012779,3.611822,0.859078,1.642522,1.899666
232,0.574000,0.147000,0.279000,132.347000,0.448000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
233,0.574000,0.147000,0.279000,132.347000,0.448000,1.000000,5.671000,6.759000,0.566000,5.388806,7.922735,0.572854,0.282194,1.163735,0.006854,4.976083,17.217558,1.210951,1.452782
234,0.574000,0.147000,0.279000,132.347000,0.448000,2.000000,7.215000,9.640000,0.813000,7.016134,10.533324,0.814887,0.198866,0.893324,0.001887,2.756288,9.266849,0.232080,1.094077
235,0.574000,0.147000,0.279000,132.347000,0.448000,4.000000,9.392000,12.641000,1.141000,8.839180,12.777868,1.119358,0.552820,0.136868,0.021642,5.886073,1.082733,1.896773,0.711330
236,0.574000,0.147000,0.279000,132.347000,0.448000,6.000000,11.128000,14.268000,1.371000,9.536077,14.044535,1.295917,1.591923,0.223465,0.075083,14.305567,1.566199,5.476546,1.890472
237,0.574000,0.147000,0.279000,132.347000,0.448000,8.000000,12.649000,15.316000,1.547000,10.070225,15.277875,1.474818,2.578775,0.038125,0.072182,20.387187,0.248923,4.665958,2.689083
238,0.574000,0.147000,0.279000,132.347000,0.448000,12.000000,15.318000,16.615000,1.798000,12.052199,16.423309,1.690654,3.265801,0.191691,0.107346,21.320020,1.153721,5.970292,3.564837
239,0.574000,0.147000,0.279000,132.347000,0.448000,24.000000,21.758000,18.345000,2.137000,18.053411,18.456268,2.100633,3.704589,0.111268,0.036367,17.026328,0.606532,1.701771,3.852224
240,0.574000,0.147000,0.279000,132.347000,0.448000,48.000000,31.136000,19.548000,2.119000,28.664255,19.717955,2.176290,2.471745,0.169955,0.057290,7.938543,0.869422,2.703613,2.698989
241,0.574000,0.147000,0.279000,132.347000,0.448000,72.000000,37.943000,20.068000,1.849000,37.596504,20.822365,1.774926,0.346496,0.754365,0.074074,0.913201,3.759043,4.006155,1.174934
242,0.574000,0.147000,0.279000,132.347000,0.448000,96.000000,43.170000,20.375000,1.552000,46.331791,20.440760,1.264937,3.161791,0.065760,0.287063,7.324047,0.322747,18.496348,3.514614
243,0.617000,0.087000,0.297000,177.650000,0.832000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244,0.617000,0.087000,0.297000,177.650000,0.832000,1.000000,21.492000,3.201000,0.804000,13.935689,2.083738,0.612090,7.556311,1.117262,0.191910,35.158715,34.903527,23.869352,8.865483
245,0.617000,0.087000,0.297000,177.650000,0.832000,2.000000,27.724000,4.642000,1.065000,24.725281,3.784971,1.019517,2.998719,0.857029,0.045483,10.816330,18.462484,4.270698,3.901231
246,0.617000,0.087000,0.297000,177.650000,0.832000,4.000000,35.462000,6.434000,1.333000,37.878502,6.410530,1.398516,2.416502,0.023470,0.065516,6.814342,0.364779,4.914942,2.505488
247,0.617000,0.087000,0.297000,177.650000,0.832000,6.000000,40.808000,7.602000,1.466000,42.127827,7.097020,1.403290,1.319827,0.504980,0.062710,3.234235,6.642730,4.277632,1.887517
248,0.617000,0.087000,0.297000,177.650000,0.832000,8.000000,45.004000,8.460000,1.534000,46.377144,7.783511,1.408064,1.373144,0.676489,0.125936,3.051160,7.996328,8.209640,2.175569
249,0.617000,0.087000,0.297000,177.650000,0.832000,12.000000,51.503000,9.676000,1.574000,54.391602,8.617874,1.385532,2.888602,1.058126,0.188468,5.608608,10.935571,11.973816,4.135195
250,0.617000,0.087000,0.297000,177.650000,0.832000,24.000000,64.075000,11.662000,1.422000,65.853004,10.583604,1.339393,1.778004,1.078396,0.082607,2.774880,9.247094,5.809177,2.939007
251,0.617000,0.087000,0.297000,177.650000,0.832000,48.000000,77.759000,13.385000,0.984000,77.894127,12.027458,0.922547,0.135127,1.357542,0.061453,0.173777,10.142262,6.245274,1.554122
252,0.617000,0.087000,0.297000,177.650000,0.832000,72.000000,85.656000,14.232000,0.674000,87.678795,13.191312,0.487934,2.022795,1.040688,0.186066,2.361533,7.312311,27.606286,3.249549
253,0.617000,0.087000,0.297000,177.650000,0.832000,96.000000,90.943000,14.757000,0.478000,93.124565,13.821727,0.422711,2.181565,0.935273,0.055289,2.398827,6.337827,11.566771,3.172127
254,0.597000,0.135000,0.268000,246.317000,0.709000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
255,0.597000,0.135000,0.268000,246.317000,0.709000,1.000000,10.577000,12.272000,1.195000,12.055119,9.312616,0.926150,1.478119,2.959384,0.268850,13.974837,24.114925,22.497946,4.706353
256,0.597000,0.135000,0.268000,246.317000,0.709000,2.000000,13.557000,16.978000,1.710000,17.295061,14.455764,1.560339,3.738061,2.522236,0.149661,27.572923,14.855909,8.752114,6.409958
257,0.597000,0.135000,0.268000,246.317000,0.709000,4.000000,17.833000,21.769000,2.415000,20.269730,19.144375,2.288693,2.436730,2.624625,0.126307,13.664160,12.056710,5.230115,5.187662
258,0.597000,0.135000,0.268000,246.317000,0.709000,6.000000,21.259000,24.348000,2.929000,23.140474,22.580214,2.843759,1.881474,1.767786,0.085241,8.850248,7.260500,2.910257,3.734502
259,0.597000,0.135000,0.268000,246.317000,0.709000,8.000000,24.259000,26.014000,3.336000,26.967356,23.980457,3.123066,2.708356,2.033543,0.212934,11.164334,7.817109,6.382908,4.954832
260,0.597000,0.135000,0.268000,246.317000,0.709000,12.000000,29.503000,28.093000,3.956000,34.653534,26.778011,3.681652,5.150534,1.314989,0.274348,17.457662,4.680841,6.934983,6.739871
261,0.597000,0.135000,0.268000,246.317000,0.709000,24.000000,42.004000,30.917000,4.994000,47.581421,31.669155,4.842514,5.577421,0.752155,0.151486,13.278309,2.432821,3.033369,6.481062
262,0.597000,0.135000,0.268000,246.317000,0.709000,48.000000,59.914000,32.947000,5.560000,63.549294,33.335697,5.264491,3.635294,0.388697,0.295509,6.067519,1.179765,5.314909,4.319500
263,0.597000,0.135000,0.268000,246.317000,0.709000,72.000000,72.844000,33.852000,5.394000,74.118042,33.599377,4.881322,1.274042,0.252623,0.512678,1.749001,0.746258,9.504591,2.039343
264,0.597000,0.135000,0.268000,246.317000,0.709000,96.000000,82.822000,34.396000,4.980000,82.353035,33.992535,4.673913,0.468965,0.403465,0.306087,0.566232,1.173001,6.146335,1.178518
265,0.576000,0.129000,0.294000,115.725000,1.177000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
266,0.576000,0.129000,0.294000,115.725000,1.177000,1.000000,8.696000,6.448000,0.584000,3.526314,3.009815,0.233411,5.169686,3.438185,0.350589,59.449008,53.321724,60.032335,8.958459
267,0.576000,0.129000,0.294000,115.725000,1.177000,2.000000,11.362000,8.673000,0.734000,9.539866,7.359305,0.662248,1.822134,1.313695,0.071752,16.037085,15.146946,9.775467,3.207580
268,0.576000,0.129000,0.294000,115.725000,1.177000,4.000000,15.199000,10.799000,0.836000,15.334504,10.402282,0.901565,0.135504,0.396718,0.065565,0.891533,3.673657,7.842662,0.597787
269,0.576000,0.129000,0.294000,115.725000,1.177000,6.000000,18.212000,11.891000,0.842000,17.000513,11.535933,0.924104,1.211487,0.355067,0.082104,6.652136,2.986018,9.751094,1.648659
270,0.576000,0.129000,0.294000,115.725000,1.177000,8.000000,20.770000,12.580000,0.812000,18.608204,12.401651,0.871631,2.161796,0.178349,0.059631,10.408262,1.417716,7.343759,2.399776
271,0.576000,0.129000,0.294000,115.725000,1.177000,12.000000,25.015000,13.424000,0.719000,22.616114,13.393020,0.712105,2.398886,0.030980,0.006895,9.589791,0.230783,0.958982,2.436762
272,0.576000,0.129000,0.294000,115.725000,1.177000,24.000000,33.883000,14.554000,0.471000,32.370079,14.921426,0.391915,1.512921,0.367426,0.079085,4.465133,2.524569,16.790929,1.959432
273,0.576000,0.129000,0.294000,115.725000,1.177000,48.000000,43.919000,15.364000,0.239000,42.690529,15.444820,0.063050,1.228471,0.080820,0.175950,2.797129,0.526038,73.619206,1.485241
274,0.576000,0.129000,0.294000,115.725000,1.177000,72.000000,49.699000,15.725000,0.146000,47.444901,16.027952,0.015175,2.254099,0.302952,0.130825,4.535503,1.926564,89.606120,2.687877
275,0.576000,0.129000,0.294000,115.725000,1.177000,96.000000,53.531000,15.940000,0.099000,52.101658,16.629255,0.000000,1.429342,0.689255,0.099000,2.670120,4.324061,100.000000,2.217597
276,0.574000,0.144000,0.282000,101.257000,0.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
277,0.574000,0.144000,0.282000,101.257000,0.960000,1.000000,6.476000,6.559000,0.513000,2.617316,3.355447,0.200029,3.858684,3.203553,0.312971,59.584366,48.842098,61.007946,7.375207
278,0.574000,0.144000,0.282000,101.257000,0.960000,2.000000,8.451000,8.813000,0.667000,7.525239,6.355965,0.495987,0.925761,2.457035,0.171013,10.954455,27.879665,25.639126,3.553809
279,0.574000,0.144000,0.282000,101.257000,0.960000,4.000000,11.355000,10.913000,0.797000,11.197364,9.406981,0.729263,0.157636,1.506019,0.067737,1.388253,13.800225,8.499003,1.731392
280,0.574000,0.144000,0.282000,101.257000,0.960000,6.000000,13.695000,11.964000,0.833000,12.657221,10.507463,0.754817,1.037779,1.456537,0.078183,7.577796,12.174335,9.385770,2.572500
281,0.574000,0.144000,0.282000,101.257000,0.960000,8.000000,15.723000,12.615000,0.828000,13.605089,11.209565,0.739681,2.117911,1.405435,0.088319,13.470144,11.140982,10.666545,3.611665
282,0.574000,0.144000,0.282000,101.257000,0.960000,12.000000,19.169000,13.399000,0.767000,15.606188,12.534000,0.707644,3.562812,0.865000,0.059356,18.586323,6.455703,7.738732,4.487168
283,0.574000,0.144000,0.282000,101.257000,0.960000,24.000000,26.667000,14.420000,0.541000,25.215300,14.459045,0.433089,1.451700,0.039045,0.107911,5.443808,0.270773,19.946572,1.598657
284,0.574000,0.144000,0.282000,101.257000,0.960000,48.000000,35.572000,15.131000,0.288000,35.079124,14.922276,0.075581,0.492876,0.208724,0.212419,1.385572,1.379443,73.756554,0.914018
285,0.574000,0.144000,0.282000,101.257000,0.960000,72.000000,40.874000,15.443000,0.179000,39.735889,15.523581,0.029575,1.138111,0.080581,0.149425,2.784436,0.521793,83.477610,1.368116
286,0.574000,0.144000,0.282000,101.257000,0.960000,96.000000,44.455000,15.629000,0.123000,44.392647,16.124887,0.000000,0.062353,0.495887,0.123000,0.140261,3.172868,100.000000,0.681241
287,0.649000,0.141000,0.210000,194.684000,0.573000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
288,0.649000,0.141000,0.210000,194.684000,0.573000,1.000000,10.186000,9.156000,0.998000,12.875200,10.073362,0.787754,2.689200,0.917362,0.210246,26.400945,10.019248,21.066698,3.816808
289,0.649000,0.141000,0.210000,194.684000,0.573000,2.000000,13.028000,12.914000,1.429000,15.728040,13.306041,1.216112,2.700040,0.392041,0.212888,20.724898,3.035781,14.897681,3.304968
290,0.649000,0.141000,0.210000,194.684000,0.573000,4.000000,17.014000,16.904000,2.007000,19.679209,18.153936,1.942452,2.665209,1.249936,0.064548,15.664798,7.394323,3.216128,3.979693
291,0.649000,0.141000,0.210000,194.684000,0.573000,6.000000,20.149000,19.127000,2.420000,23.064323,19.628151,2.215205,2.915323,0.501151,0.204795,14.468824,2.620123,8.462585,3.621269
292,0.649000,0.141000,0.210000,194.684000,0.573000,8.000000,22.864000,20.589000,2.742000,26.898283,20.601711,2.425536,4.034283,0.012711,0.316464,17.644695,0.061738,11.541342,4.363458
293,0.649000,0.141000,0.210000,194.684000,0.573000,12.000000,27.557000,22.447000,3.220000,31.807596,22.226517,2.769748,4.250596,0.220483,0.450252,15.424742,0.982239,13.982990,4.921332
294,0.649000,0.141000,0.210000,194.684000,0.573000,24.000000,38.573000,25.023000,3.970000,40.747166,25.572239,3.658388,2.174166,0.549239,0.311612,5.636496,2.194936,7.849165,3.035016
295,0.649000,0.141000,0.210000,194.684000,0.573000,48.000000,54.097000,26.907000,4.259000,52.518959,25.960352,4.093180,1.578041,0.946648,0.165820,2.917058,3.518222,3.893398,2.690509
296,0.649000,0.141000,0.210000,194.684000,0.573000,72.000000,65.169000,27.752000,4.006000,64.234100,25.926315,3.699738,0.934900,1.825685,0.306262,1.434577,6.578570,7.645088,3.066847
297,0.649000,0.141000,0.210000,194.684000,0.573000,96.000000,73.641000,28.260000,3.598000,72.638420,26.579853,3.194663,1.002580,1.680147,0.403337,1.361443,5.945318,11.210032,3.086064
298,0.572000,0.140000,0.288000,57.738000,0.382000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
299,0.572000,0.140000,0.288000,57.738000,0.382000,1.000000,3.942000,2.249000,0.213000,3.336505,1.903723,0.328900,0.605495,0.345277,0.115900,15.360104,15.352484,54.413220,1.066673
300,0.572000,0.140000,0.288000,57.738000,0.382000,2.000000,5.079000,3.359000,0.288000,4.886841,2.052378,0.389145,0.192159,1.306622,0.101145,3.783406,38.899138,35.119963,1.599927
301,0.572000,0.140000,0.288000,57.738000,0.382000,4.000000,6.596000,4.617000,0.361000,6.806006,2.658567,0.459592,0.210006,1.958433,0.098592,3.183845,42.417859,27.310824,2.267031
302,0.572000,0.140000,0.288000,57.738000,0.382000,6.000000,7.745000,5.347000,0.393000,8.713312,3.578849,0.504250,0.968312,1.768151,0.111250,12.502416,33.068088,28.307840,2.847713
303,0.572000,0.140000,0.288000,57.738000,0.382000,8.000000,8.713000,5.834000,0.406000,8.912009,3.841496,0.498870,0.199009,1.992504,0.092870,2.284050,34.153308,22.874476,2.284384
304,0.572000,0.140000,0.288000,57.738000,0.382000,12.000000,10.337000,6.459000,0.402000,9.684527,4.431133,0.491390,0.652473,2.027867,0.089390,6.312011,31.395993,22.236405,2.769730
305,0.572000,0.140000,0.288000,57.738000,0.382000,24.000000,13.909000,7.325000,0.331000,14.053679,6.715614,0.500202,0.144679,0.609386,0.169202,1.040179,8.319265,51.118321,0.923266
306,0.572000,0.140000,0.288000,57.738000,0.382000,48.000000,18.398000,7.947000,0.206000,16.340687,7.810146,0.251658,2.057313,0.136854,0.045658,11.182265,1.722080,22.163973,2.239825
307,0.572000,0.140000,0.288000,57.738000,0.382000,72.000000,21.255000,8.218000,0.139000,19.653873,8.326164,0.143255,1.601127,0.108164,0.004255,7.532941,1.316187,3.061041,1.713546
308,0.572000,0.140000,0.288000,57.738000,0.382000,96.000000,23.279000,8.377000,0.100000,23.002867,8.814823,0.032216,0.276133,0.437823,0.067784,1.186190,5.226491,67.784300,0.781741
309,0.579000,0.147000,0.274000,82.925000,0.345000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
310,0.579000,0.147000,0.274000,82.925000,0.345000,1.000000,4.420000,3.555000,0.327000,3.115343,3.399061,0.364502,1.304657,0.155939,0.037502,29.517125,4.386477,11.468414,1.498098
311,0.579000,0.147000,0.274000,82.925000,0.345000,2.000000,5.640000,5.259000,0.468000,5.018517,4.406841,0.490276,0.621483,0.852159,0.022276,11.019210,16.203826,4.759812,1.495919
312,0.579000,0.147000,0.274000,82.925000,0.345000,4.000000,7.297000,7.158000,0.640000,7.383387,6.507981,0.623481,0.086387,0.650019,0.016519,1.183865,9.081010,2.581070,0.752924
313,0.579000,0.147000,0.274000,82.925000,0.345000,6.000000,8.580000,8.241000,0.749000,8.473537,7.429996,0.683071,0.106463,0.811004,0.065929,1.240822,9.841081,8.802259,0.983395
314,0.579000,0.147000,0.274000,82.925000,0.345000,8.000000,9.684000,8.959000,0.824000,8.465466,7.886485,0.710545,1.218534,1.072515,0.113455,12.582956,11.971368,13.768767,2.404503
315,0.579000,0.147000,0.274000,82.925000,0.345000,12.000000,11.586000,9.870000,0.915000,8.514042,8.801793,0.765006,3.071958,1.068207,0.149994,26.514398,10.822765,16.392734,4.290159
316,0.579000,0.147000,0.274000,82.925000,0.345000,24.000000,16.031000,11.118000,0.965000,10.591227,11.267202,0.962443,5.439773,0.149202,0.002557,33.932839,1.341989,0.264969,5.591533
317,0.579000,0.147000,0.274000,82.925000,0.345000,48.000000,22.203000,12.002000,0.797000,20.941589,12.322690,0.841218,1.261411,0.320690,0.044218,5.681262,2.671971,5.548002,1.626318
318,0.579000,0.147000,0.274000,82.925000,0.345000,72.000000,26.476000,12.385000,0.610000,27.085493,12.369921,0.593962,0.609493,0.015079,0.016038,2.302059,0.121754,2.629119,0.640610
319,0.579000,0.147000,0.274000,82.925000,0.345000,96.000000,29.648000,12.610000,0.466000,31.582706,12.354122,0.476232,1.934706,0.255878,0.010232,6.525588,2.029166,2.195815,2.200817
320,0.574000,0.141000,0.285000,72.864000,0.733000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
321,0.574000,0.141000,0.285000,72.864000,0.733000,1.000000,5.227000,3.910000,0.312000,3.033199,2.010864,0.220044,2.193801,1.899136,0.091956,41.970551,48.571265,29.473076,4.184893
322,0.574000,0.141000,0.285000,72.864000,0.733000,2.000000,6.778000,5.477000,0.396000,4.762362,3.441449,0.299231,2.015638,2.035551,0.096769,29.737939,37.165434,24.436626,4.147957
323,0.574000,0.141000,0.285000,72.864000,0.733000,4.000000,8.962000,7.052000,0.457000,8.149675,5.272762,0.427983,0.812325,1.779238,0.029017,9.064100,25.230263,6.349423,2.620580
324,0.574000,0.141000,0.285000,72.864000,0.733000,6.000000,10.666000,7.884000,0.465000,9.158025,5.670031,0.425792,1.507975,2.213969,0.039208,14.138151,28.081804,8.431743,3.761152
